|company_code1|company_code2|company_code3|app_name|app_cst_no|app_id_no|risk_code|div_date|score|norm|etl_date
69||||蓝忘机|8000000432|641451451|06||||
70||||许露露|8000000629|8537904750434|05||||
71||||许露露|8000000629|8537904750434|05||||
72||||许露露|8000000629|8537904750434|05||||
73||||许露露|8000000629|8537904750434|05||||
74||||许露露|8000000629|8537904750434|05||||
75||||许露露|8000000629|8537904750434|05||||
76||||许露露|8000000629|8537904750434|05||||
77||||许露露|8000000629|8537904750434|05||||
78||||许露露|8000000629|8537904750434|05||||
79||||许露露|8000000629|8537904750434|05||||
80||||许露露|8000000629|8537904750434|05||||
81||||许露露|8000000629|8537904750434|05||||
82||||许露露|8000000629|8537904750434|05||||
83||||许露露|8000000629|8537904750434|05||||
84||||许露露|8000000629|8537904750434|05||||
85||||许露露|8000000629|8537904750434|05||||
86||||许露露|8000000629|8537904750434|05||||
87||||许露露|8000000629|8537904750434|05||||
88||||许露露|8000000629|8537904750434|05||||
89||||许露露|8000000690|8000000690|05||||
90||||许露露|8000000690|8000000690|05||||
91||||许露露|8000000690|8000000690|05||||
92||||许露露|8000000690|8000000690|05||||
93||||许露露|8000000690|8000000690|05||||
94||||许露露|8000000690|8000000690|05||||
95||||咋啊啊|8000000631|2121122|05||||
96||||软通ZH|8000000064|2134512323|06||||
97||||许露露|8000000622|893750347905|06||||
98||||浙分-测试|8000000627|62343254352134|05||||
99||||浙分-测试|8000000627|62343254352134|05||||
100||||浙分-测试|8000000627|62343254352134|05||||
101||||浙分-测试|8000000627|62343254352134|05||||
102||||浙分-测试|8000000627|62343254352134|05||||
103||||浙分-测试|8000000627|62343254352134|05||||
104||||浙分-测试|8000000627|62343254352134|05||||
105||||软通ZH|8000000067|12444123|05||||
106||||浙分-测试|8000000627|62343254352134|05||||
107||||浙分-测试|8000000627|62343254352134|05||||
108||||浙分-测试|8000000627|62343254352134|05||||
109||||浙分-测试|8000000627|62343254352134|05||||
110||||浙分-测试|8000000627|62343254352134|05||||
111||||浙分-测试|8000000627|62343254352134|05||||
112||||浙分-测试|8000000627|62343254352134|05||||
113||||浙分-测试|8000000627|62343254352134|05||||
114||||浙分-测试|8000000627|62343254352134|05||||
115||||浙分-测试|8000000627|62343254352134|05||||
116||||浙分-测试|8000000627|62343254352134|05||||
117||||浙分-测试|8000000627|62343254352134|05||||
118||||浙分-测试|8000000627|62343254352134|05||||
119||||浙分-测试|8000000627|62343254352134|05||||
120||||浙分-测试|8000000627|62343254352134|05||||
121||||浙分-测试|8000000627|62343254352134|05||||
122||||浙分-测试|8000000627|62343254352134|05||||
123||||浙分-测试|8000000627|62343254352134|05||||
124||||浙分-测试|8000000627|62343254352134|05||||
125||||浙分-测试|8000000627|62343254352134|05||||
126||||浙分-测试|8000000627|62343254352134|05||||
127||||浙分-测试|8000000627|62343254352134|05||||
128||||浙分-测试|8000000627|62343254352134|05||||
129||||浙分-测试|8000000627|62343254352134|05||||
130||||浙分-测试|8000000627|62343254352134|05||||
131||||浙分-测试|8000000627|62343254352134|05||||
132||||noodles|8000000084|213456789|06||||
133||||软通ZH|8000000064|2134512323|06||||
134||||waterm|8000000060|2345678|06||||
135||||软通ZH|8000000067|12444123|05||||
136||||软通ZH|8000000067|12444123|05||||
137||||软通太平|8000000087|1244132|06||||
138||||软通太平|8000000087|1244132|06||||
139||||软通ZH|8000000067|12444123|05||||
140||||软通ZH|8000000067|12444123|05||||
141||||软通ZH|8000000067|12444123|05||||
142||||noodles|8000000084|213456789|06||||
143||||waterm|8000000060|2345678|06||||
144||||山山|8000000652|110101199005180118|06||||
145||||cxx|8000000652|110101199005180118|06||||
146||||noodles|8000000084|213456789|06||||
147||||noodles|8000000084|213456789|06||||
148||||软通ZH|8000000067|12444123|05||||
149||||noodles|8000000084|213456789|06||||
150||||noodles|8000000084|213456789|06||||
151||||软通ZH|8000000067|12444123|05||||
152||||软通ZH|8000000067|12444123|05||||
153||||测试-浙分|8000000653|213124234235|05||||
154||||测试-浙分|8000000653|213124234235|05||||
155||||测试-浙分|8000000653|213124234235|05||||
156||||软通ZH|8000000064|2134512323|06||||
157||||软通ZH|8000000064|2134512323|06||||
158||||测试|8000000191|71092841-X|05||||
159||||测试|8000000191|71092841-X|05||||
160||||秦羽|8000000617|110101198001010117|05||||
161||||秦羽|8000000617|110101198001010117|05||||
162||||秦羽|8000000617|110101198001010117|05||||
163||||秦羽|8000000617|110101198001010117|05||||
164||||秦羽|8000000617|110101198001010117|05||||
165||||秦羽|8000000617|110101198001010117|05||||
166||||秦羽|8000000617|110101198001010117|05||||
167||||秦羽|8000000617|110101198001010117|05||||
168||||秦羽|8000000617|110101198001010117|05||||
169||||秦羽|8000000617|110101198001010117|05||||
170||||秦羽|8000000617|110101198001010117|05||||
171||||秦羽|8000000617|110101198001010117|05||||
172||||秦羽|8000000617|110101198001010117|05||||
173||||秦羽|8000000617|110101198001010117|05||||
174||||秦羽|8000000617|110101198001010117|05||||
175||||秦羽|8000000617|110101198001010117|05||||
176||||山山|8000000617|110101198001010117|05||||
177||||秦羽|8000000617|110101198001010117|05||||
178||||太平科技|8000000348|514514|05||||
179||||太平科技|8000000348|514514|05||||
180||||太平科技|8000000348|514514|05||||
181||||太平科技|8000000348|514514|05||||
182||||山山|8000000652|110101199005180118|06||||
183||||山山|8000000652|110101199005180070|06||||
184||||山山|8000000652|110101199005180070|06||||
185||||山山|8000000652|110101199005180118|06||||
186||||山山|8000000652|110101199005180118|06||||
187||||山山|8000000652|110101199005180118|06||||
188||||测试数据001|8000000040|11111111111111111111|05||||
189||||山山|8000000652|110101199005180070|06||||
190||||许露露|8000000748|8375904950034|05||||
191||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
192||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
193||||山水集团|8000000052|1234567890|05||||
194||||山水集团|8000000052|1234567890|05||||
195||||speck|8000000072|234567|05||||
196||||山水集团|8000000052|1234567890|05||||
197||||山水集团|8000000052|1234567890|05||||
198||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
199||||上海宏盛电子有限公司|8000000056|99000220933|05||||
200||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
201||||上海宏盛电子有限公司|8000000056|99000220933|05||||
202||||上海宏盛电子有限公司|8000000056|99000220933|05||||
203||||杨青|8000000242|8349784378439|06||||
204||||Robb Stark|8000000107|908765432|06||||
205||||Robb Stark|8000000107|908765432|06||||
206||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
207||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
208||||晨芙|8000000316|329073290739073903|05||||
209||||晨芙|8000000316|329073290739073903|05||||
210||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
211||||晨芙|8000000316|329073290739073903|05||||
212||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
213||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
214||||山水集团|8000000052|1234567890|05||||
215||||山水集团|8000000052|1234567890|05||||
216||||山水集团|8000000052|1234567890|05||||
217||||山水集团222222|8000000052|QAZX123456789|05||||
218||||山水集团222222|8000000052|QAZX123456789|05||||
219||||山水集团222222|8000000052|QAZX123456789|05||||
220||||山水集团222222|8000000052|QAZX123456789|05||||
221||||山水集团222222|8000000052|QAZX123456789|05||||
222||||山水集团222222|8000000052|QAZX123456789|05||||
223||||山水集团222222|8000000052|QAZX123456789|05||||
224||||张三三|8000000350|330726198906070019|05||||
225||||张三三|8000000350|330726198906070019|05||||
226||||张三三|8000000350|330726198906070019|05||||
227||||张三三|8000000350|330726198906070019|05||||
228||||张三三|8000000350|330726198906070019|05||||
229||||张三三|8000000350|330726198906070019|05||||
230||||山水集团222222|8000000052|QAZX123456789|05||||
231||||山水集团222222|8000000052|QAZX123456789|05||||
232||||盛腾免赔测试|8000000403|12341234|05||||
233||||盛腾免赔测试|8000000403|12341234|05||||
234||||盛腾免赔2|8000000404|1234123412|05||||
235||||盛腾免赔2|8000000404|1234123412|05||||
236||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
237||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
238||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
239||||大师|8000000405|3424324|05||||
240||||大师|8000000405|3424324|05||||
241||||大师|8000000405|3424324|05||||
242||||大师|8000000405|3424324|05||||
243||||大大|8000000406|4234234|05||||
244||||大大|8000000406|4234234|05||||
245||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
246||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
247||||许露露|8000000408|3284790237490327423|05||||
248||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
249||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
250||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
251||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
252||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
253||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
254||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
255||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
256||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
257||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
258||||非转基因大胖玉米科技股份有限公司|8000000272|5113074170351027H|05||||
259||||临分分期账单测试|8000000488|11111111111111111111|05||||
260||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
261||||临分分期账单测试|8000000488|11111111111111111111|05||||
262||||临分分期账单测试|8000000488|11111111111111111111|05||||
263||||临分分期账单测试|8000000488|11111111111111111111|05||||
264||||临分账单测试0906|8000000491|11111111111111111111|05||||
265||||临分账单测试0906|8000000491|11111111111111111111|05||||
266||||临分账单测试0906|8000000491|11111111111111111111|05||||
267||||临分账单测试0906|8000000491|11111111111111111111|05||||
268||||临分账单测试0906|8000000491|11111111111111111111|05||||
269||||临分账单测试0906|8000000491|11111111111111111111|05||||
270||||软通ZH|8000000067|12444123|05||||
271||||Lena Headey|8000000050|8000000050|05||||
272||||noodles|8000000084|213456789|06||||
273||||软通ZH|8000000067|12444123|05||||
274||||软通ZH|8000000067|12444123|05||||
275||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|05||||
276||||阿斯蒂芬1|8000000152|2343212323|05||||
277||||软通ZH|8000000067|12444123|05||||
278||||软通ZH|8000000064|2134512323|06||||
279||||软通ZH|8000000064|2134512323|06||||
280||||玉藻前葫芦兄弟黑科技股份有限公司2|8000000008|5113050370351027G|05||||
281||||晨芙|8000000316|329073290739073903|05||||
282||||speck|8000000072|234567|05||||
283||||speck|8000000072|234567|05||||
284||||speck|8000000072|234567|05||||
285||||speck|8000000072|234567|05||||
286||||speck|8000000072|234567|05||||
287||||speck|8000000072|234567|05||||
288||||speck|8000000072|234567|05||||
289||||speck|8000000072|234567|05||||
290||||speck|8000000072|234567|05||||
291||||speck|8000000072|234567|05||||
292||||speck|8000000072|234567|05||||
293||||speck|8000000072|234567|05||||
294||||speck|8000000072|234567|05||||
295||||speck|8000000072|234567|05||||
296||||speck|8000000072|234567|05||||
297||||speck|8000000072|234567|05||||
298||||speck|8000000072|234567|05||||
299||||speck|8000000072|234567|05||||
300||||测试|8000000626|23333|05||||
301||||上海宏盛电子有限公司|8000000056|99000220933|05||||
302||||speck|8000000072|234567|05||||
303||||speck|8000000072|234567|05||||
304||||speck|8000000072|234567|05||||
305||||speck|8000000072|234567|05||||
306||||许露露|8000000646|9856984596074|05||||
307||||许露露|8000000646|9856984596074|05||||
308||||许露露|8000000646|76666666666|05||||
309||||许露露|8000000646|76666666666|05||||
310||||许露露|8000000646|76666666666|05||||
311||||许露露|8000000646|76666666666|05||||
312||||许露露|8000000646|76666666666|05||||
313||||speck|8000000072|234567|05||||
314||||战略客户|8000000671|6134324345346|05||||
315||||战略客户|8000000671|6134324345346|05||||
316||||Lena Headey|8000000050|8000000050|05||||
317||||战略客户|8000000671|6134324345346|05||||
318||||战略客户|8000000671|6134324345346|05||||
319||||战略客户|8000000671|6134324345346|05||||
320||||战略客户|8000000671|6134324345346|05||||
321||||战略客户|8000000671|6134324345346|05||||
322||||战略客户|8000000671|6134324345346|05||||
323||||上海宏盛电子有限公司|8000000056|99000220933|05||||
324||||许露露|8000000671|6134324345346|05||||
325||||许露露|8000000671|6134324345346|05||||
326||||许露露|8000000671|6134324345346|05||||
327||||许露西|8000000671|83946534905709|05||||
328||||战略客户|8000000671|6134324345346|05||||
329||||战略客户|8000000671|6134324345346|05||||
330||||战略客户|8000000671|6134324345346|05||||
331||||战略客户|8000000671|6134324345346|05||||
332||||战略客户|8000000671|6134324345346|05||||
333||||战略客户|8000000671|6134324345346|05||||
334||||战略客户|8000000671|6134324345346|05||||
335||||战略客户|8000000671|6134324345346|05||||
336||||许露西|8000000671|83946534905709|05||||
337||||许露西|8000000671|83946534905709|05||||
338||||许露西|8000000671|83946534905709|05||||
339||||许露西|8000000671|83946534905709|05||||
340||||战略客户|8000000671|6134324345346|05||||
341||||战略客户|8000000671|6134324345346|05||||
342||||战略客户|8000000671|6134324345346|05||||
343||||许露西|8000000671|83946534905709|05||||
344||||许露西|8000000671|83946534905709|05||||
345||||许露西|8000000671|83946534905709|05||||
346||||许露西|8000000671|83946534905709|05||||
347||||战略客户|8000000671|6134324345346|05||||
348||||战略客户|8000000671|6134324345346|05||||
349||||战略客户|8000000671|6134324345346|05||||
350||||战略客户|8000000671|6134324345346|05||||
351||||战略客户|8000000671|6134324345346|05||||
352||||战略客户|8000000671|6134324345346|05||||
353||||战略客户|8000000671|6134324345346|05||||
354||||战略客户|8000000671|6134324345346|05||||
355||||战略客户|8000000671|6134324345346|05||||
356||||战略客户|8000000671|6134324345346|05||||
357||||战略客户|8000000671|6134324345346|05||||
358||||战略客户|8000000671|6134324345346|05||||
359||||战略客户|8000000671|6134324345346|05||||
360||||战略客户|8000000671|6134324345346|05||||
361||||战略客户|8000000671|6134324345346|05||||
362||||战略客户|8000000671|6134324345346|05||||
363||||战略客户|8000000671|6134324345346|05||||
364||||买买提.买买提|8000000027|123123123123123123|06||||
365||||战略客户|8000000671|6134324345346|05||||
366||||战略客户|8000000671|6134324345346|05||||
367||||战略客户|8000000671|6134324345346|05||||
368||||战略客户|8000000671|6134324345346|05||||
369||||战略客户|8000000671|6134324345346|05||||
370||||战略客户|8000000671|6134324345346|05||||
371||||买买提.买买提|8000000027|123123123123123123|06||||
372||||买买提.买买提|8000000027|123123123123123123|06||||
373||||战略客户|8000000671|6134324345346|05||||
374||||许露露|8000000806|84356083490537904|06||||
375||||许露露|8000000806|84356083490537904|06||||
376||||许露露|8000000806|84356083490537904|06||||
377||||许露露|8000000806|84356083490537904|06||||
378||||许露露|8000000806|84356083490537904|06||||
379||||许露露|8000000806|84356083490537904|06||||
380||||许露露|8000000806|84356083490537904|06||||
381||||许露露|8000000806|84356083490537904|06||||
382||||许露露|8000000806|84356083490537904|06||||
383||||许露露|8000000806|84356083490537904|06||||
384||||许露露|8000000806|84356083490537904|06||||
385||||许露露|8000000806|84356083490537904|06||||
386||||许露露|8000000806|84356083490537904|06||||
387||||许露露|8000000806|84356083490537904|06||||
388||||许露露|8000000806|84356083490537904|06||||
389||||许露露|8000000806|84356083490537904|06||||
390||||许露露|8000000806|84356083490537904|06||||
391||||许露露|8000000806|84356083490537904|06||||
392||||许露露|8000000806|84356083490537904|06||||
393||||许露露|8000000806|84356083490537904|06||||
394||||许露露|8000000806|84356083490537904|06||||
395||||许露露|8000000806|84356083490537904|06||||
396||||许露露|8000000806|84356083490537904|06||||
397||||许露露|8000000806|84356083490537904|06||||
398||||许露露|8000000806|84356083490537904|06||||
399||||许露露|8000000806|84356083490537904|06||||
400||||许露露|8000000806|84356083490537904|06||||
401||||许露露|8000000806|84356083490537904|06||||
402||||许露露|8000000806|84356083490537904|06||||
403||||许露露|8000000806|84356083490537904|06||||
404||||许露露|8000000806|84356083490537904|06||||
405||||许露露|8000000806|84356083490537904|06||||
406||||许露露|8000000806|84356083490537904|06||||
407||||许露露|8000000806|84356083490537904|06||||
408||||许露露|8000000806|84356083490537904|06||||
409||||许露露|8000000806|84356083490537904|06||||
410||||许露露|8000000806|84356083490537904|06||||
411||||许露露|8000000806|84356083490537904|06||||
412||||许露露|8000000806|84356083490537904|06||||
413||||许露露|8000000806|84356083490537904|06||||
414||||许露露|8000000806|84356083490537904|06||||
415||||许露露|8000000806|84356083490537904|06||||
416||||许露露|8000000806|84356083490537904|06||||
417||||许露露|8000000806|84356083490537904|06||||
418||||许露露|8000000806|84356083490537904|06||||
419||||许露露|8000000806|84356083490537904|06||||
420||||许露露|8000000806|84356083490537904|06||||
421||||许露露|8000000806|84356083490537904|06||||
422||||许露露|8000000806|84356083490537904|06||||
423||||许露露|8000000806|84356083490537904|06||||
424||||太平科技|8000000012|5113074173351027C|05||||
425||||阿斯蒂芬5|8000000179|4563211|05||||
426||||山水集团|8000000052|1234567890|05||||
427||||找哈哈|8000000200|124123123123|06||||
428||||山水集团|8000000052|1234567890|05||||
429||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
430||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
431||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
432||||MOT从共分期股份有限公司|8000000038|1234321432432432|05||||
433||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
434||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
435||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
436||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
437||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
438||||软通太平|8000000087|1244132|06||||
439||||lll|8000000230|222|05||||
440||||lll|8000000230|222|05||||
441||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|05||||
442||||测试不摇动|8000000127|12414123|06||||
443||||测试不摇动|8000000127|12414123|06||||
444||||测试不摇动|8000000127|12414123|06||||
445||||发税控测试|8000000087|1244132|06||||
446||||发税控测试|8000000087|1244132|06||||
447||||发税控测试|8000000087|1244132|06||||
448||||软通太平|8000000087|1244132|06||||
449||||软通太平|8000000087|1244132|06||||
450||||软通太平|8000000087|1244132|06||||
451||||软通太平|8000000087|1244132|06||||
452||||王晓|8000000275|320322199101309123|05||||
453||||王晓|8000000275|320322199101309123|05||||
454||||王晓|8000000275|320322199101309123|05||||
455||||盛腾|8000000275|320322199101309123|05||||
456||||盛腾|8000000275|320322199101309123|05||||
457||||盛腾|8000000275|320322199101309123|05||||
458||||盛腾|8000000275|320322199101309123|05||||
459||||盛腾|8000000275|320322199101309123|05||||
460||||盛腾|8000000275|320322199101309123|05||||
461||||京东自动分拣机科技有限公司|8000000033|234567888|05||||
462||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|05||||
463||||盛腾|8000000275|320322199101309123|05||||
464||||盛腾|8000000275|320322199101309123|05||||
465||||盛腾|8000000275|320322199101309123|05||||
466||||盛腾|8000000275|320322199101309123|05||||
467||||盛腾|8000000275|320322199101309123|05||||
468||||盛腾|8000000275|320322199101309123|05||||
469||||盛腾|8000000275|320322199101309123|05||||
470||||盛腾|8000000275|320322199101309123|05||||
471||||盛腾|8000000275|320322199101309123|05||||
472||||盛腾|8000000275|320322199101309123|05||||
473||||盛腾|8000000275|320322199101309123|05||||
474||||盛腾|8000000275|320322199101309123|05||||
475||||盛腾|8000000275|320322199101309123|05||||
476||||盛腾|8000000275|320322199101309123|05||||
477||||盛腾|8000000275|320322199101309123|05||||
478||||盛腾|8000000275|320322199101309123|05||||
479||||盛腾|8000000275|320322199101309123|05||||
480||||盛腾|8000000275|320322199101309123|05||||
481||||盛腾|8000000275|320322199101309123|05||||
482||||盛腾|8000000275|320322199101309123|05||||
483||||盛腾|8000000275|320322199101309123|05||||
484||||山水集团|8000000052|1234567890|05||||
485||||山水集团|8000000052|1234567890|05||||
486||||盛腾|8000000275|320322199101309123|05||||
487||||许露露|8000000321|3290722390327902373|05||||
488||||山水集团|8000000052|1234567890|05||||
489||||山水集团|8000000052|1234567890|05||||
490||||跳楼排队|8000000346|643534524324|05||||
491||||跳楼排队|8000000346|643534524324|05||||
492||||山水集团|8000000052|1234567890|05||||
493||||山水集团|8000000052|1234567890|05||||
494||||山水集团|8000000052|1234567890|05||||
495||||山水集团|8000000052|1234567890|05||||
496||||山水集团|8000000052|1234567890|05||||
497||||盛腾|8000000275|320322199101309123|05||||
498||||盛腾|8000000275|320322199101309123|05||||
499||||盛腾|8000000275|320322199101309123|05||||
500||||盛腾|8000000275|320322199101309123|05||||
501||||盛腾|8000000275|320322199101309123|05||||
502||||盛腾|8000000275|320322199101309123|05||||
503||||盛腾|8000000275|320322199101309123|05||||
504||||盛腾|8000000275|320322199101309123|05||||
505||||盛腾|8000000275|320322199101309123|05||||
506||||盛腾|8000000275|320322199101309123|05||||
507||||盛腾|8000000275|320322199101309123|05||||
508||||盛腾|8000000275|320322199101309123|05||||
509||||盛腾|8000000275|320322199101309123|05||||
510||||盛腾|8000000275|320322199101309123|05||||
511||||盛腾|8000000275|320322199101309123|05||||
512||||盛腾|8000000275|320322199101309123|05||||
513||||盛腾|8000000275|320322199101309123|05||||
514||||盛腾|8000000275|320322199101309123|05||||
515||||盛腾|8000000275|320322199101309123|05||||
516||||盛腾|8000000275|320322199101309123|05||||
517||||盛腾|8000000275|320322199101309123|05||||
518||||盛腾|8000000275|320322199101309123|05||||
519||||盛腾|8000000275|320322199101309123|05||||
520||||盛腾|8000000275|320322199101309123|05||||
521||||盛腾|8000000275|320322199101309123|05||||
522||||盛腾|8000000275|320322199101309123|05||||
523||||佩恩|8000000357|513213124123|05||||
524||||佩恩|8000000357|513213124123|05||||
525||||佩恩|8000000357|513213124123|05||||
526||||门左右卫|8000000358|12412312441234|05||||
527||||门左右卫|8000000358|12412312441234|05||||
528||||门左右卫|8000000358|12412312441234|05||||
529||||门左右卫|8000000358|12412312441234|05||||
530||||门左右卫|8000000358|12412312441234|05||||
531||||门左右卫|8000000358|12412312441234|05||||
532||||门左右卫|8000000358|12412312441234|05||||
533||||门左右卫|8000000358|12412312441234|05||||
534||||门左右卫|8000000358|12412312441234|05||||
535||||门左右卫|8000000358|12412312441234|05||||
536||||门左右卫|8000000358|12412312441234|05||||
537||||山水集团|8000000052|1234567890|05||||
538||||门左右卫|8000000358|12412312441234|05||||
539||||门左右卫|8000000358|12412312441234|05||||
540||||门左右卫|8000000358|12412312441234|05||||
541||||门左右卫|8000000358|12412312441234|05||||
542||||门左右卫|8000000358|12412312441234|05||||
543||||门左右卫|8000000358|12412312441234|05||||
544||||上海造型业务集团|8000000427|91110108551385082A|05||||
545||||上海华谊（集团）公司|8000000428|11111111111111111111|05||||
546||||上海双钱企业管理有限公司|8000000430|11111111111111111111|05||||
547||||上海双钱企业管理有限公司|8000000430|11111111111111111111|05||||
548||||上海华谊（集团）公司|8000000428|11111111111111111111|05||||
549||||noodles|8000000084|213456789|06||||
550||||再保账单测试|8000000441|987654321|05||||
551||||再保账单测试|8000000441|987654321|05||||
552||||再保账单测试|8000000441|987654321|05||||
553||||再保账单测试|8000000441|987654321|05||||
554||||上海华谊（集团）公司|8000000428|11111111111111111111|05||||
555||||再保账单测试|8000000441|987654321|05||||
556||||门左右卫|8000000358|12412312441234|05||||
557||||再保账单测试|8000000441|987654321|05||||
558||||再保账单测试|8000000441|987654321|05||||
559||||再保账单测试|8000000441|987654321|05||||
560||||再保账单测试|8000000441|987654321|05||||
561||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|05||||
562||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|05||||
563||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|05||||
564||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|05||||
565||||再保账单测试|8000000441|987654321|05||||
566||||再保账单测试|8000000441|987654321|05||||
567||||上海华谊（集团）公司|8000000428|11111111111111111111|05||||
568||||非转基因大胖土豆科技股份有限公司|8000000372|9113074170351027Z|05||||
