|company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|app_name|app_cst_no|app_id_type|app_id_no|ins_no|renew_date|pay_date|cur_code|pre_amt|usd_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|etl_date
65|||||P336401002201900000001|T336401002201900000003|190508|魏无羡|8000000420|02|431514514|01002|||||||||||P336401002201900000001-01|
66|||||P336401002201900000002|T336401002201900000002|190508|魏无羡|8000000420|02|431514514|01002||||||||||||
67|||||P336401002201900000001|T336401002201900000001|190508|魏无羡|8000000420|02|431514514|01002||||||||||||
68|||||P336401002201900000001|T336401002201900000003|190508|魏无羡|8000000420|02|431514514|01002|||||||||||P336401002201900000001-01|
69|||||P336401002201900000003|T336401002201900000005|190620|测试数据001|8000000040|12|11111111111111111111|01002||||||||||||
70|||||P336401003201800000001|T336401003201800000001|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
71|||||P336401003201800000002|T336401003201800000002|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
72|||||P336401003201800000014|T336401003201800000003|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
73|||||P336401003201800000003|T336401003201800000004|181206|许露露|8000000621|02|8797907|01003||||||||||||
74|||||P336401003201800000004|T336401003201800000005|181206|许露露|8000000622|02|893750347905|01003||||||||||||
75|||||P336401003201800000005|T336401003201800000006|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
76|||||P336401003201800000006|T336401003201800000007|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
77|||||P336401003201800000007|T336401003201800000008|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
78|||||P336401003201800000008|T336401003201800000009|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
79|||||P336401003201800000009|T336401003201800000010|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
80|||||P336401003201800000010|T336401003201800000011|181206|许露露|8000000621|02|8797907|01003||||||||||||
81|||||P336401003201800000010|T336401003201800000012|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-01|
82|||||P336401003201800000010|T336401003201800000013|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-02|
83|||||P336401003201800000010|T336401003201800000014|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-03|
84|||||P336401003201800000010|T336401003201800000015|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-04|
85|||||P336401003201800000010|T336401003201800000011|181206|许露露|8000000621|02|8797907|01003||||||||||||
86|||||P336401003201800000010|T336401003201800000012|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-01|
87|||||P336401003201800000010|T336401003201800000013|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-02|
88|||||P336401003201800000010|T336401003201800000014|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-03|
89|||||P336401003201800000010|T336401003201800000015|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-04|
90|||||P336401003201800000010|T336401003201800000011|181206|许露露|8000000621|02|8797907|01003||||||||||||
91|||||P336401003201800000010|T336401003201800000012|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-01|
92|||||P336401003201800000010|T336401003201800000013|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-02|
93|||||P336401003201800000010|T336401003201800000014|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-03|
94|||||P336401003201800000010|T336401003201800000015|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-04|
95|||||P336401003201800000010|T336401003201800000011|181206|许露露|8000000621|02|8797907|01003||||||||||||
96|||||P336401003201800000010|T336401003201800000012|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-01|
97|||||P336401003201800000010|T336401003201800000013|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-02|
98|||||P336401003201800000010|T336401003201800000014|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-03|
99|||||P336401003201800000010|T336401003201800000015|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-04|
100|||||P336401003201800000010|T336401003201800000011|181206|许露露|8000000621|02|8797907|01003||||||||||||
101|||||P336401003201800000010|T336401003201800000012|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-01|
102|||||P336401003201800000010|T336401003201800000013|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-02|
103|||||P336401003201800000010|T336401003201800000014|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-03|
104|||||P336401003201800000010|T336401003201800000015|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000010-04|
105|||||P336401003201800000011|T336401003201800000016|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
106|||||P336401003201800000011|T336401003201800000017|181206|许露露|8000000620|03|89650897905790|01003|||||||||||P336401003201800000011-01|
107|||||P336401003201800000011|T336401003201800000016|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
108|||||P336401003201800000011|T336401003201800000017|181206|许露露|8000000620|03|89650897905790|01003|||||||||||P336401003201800000011-01|
109|||||P336401003201800000012|T336401003201800000018|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
110|||||P336401003201800000012|T336401003201800000021|181206|许露露|8000000620|03|89650897905790|01003|||||||||||P336401003201800000012-01|
111|||||P336401003201800000013|T336401003201800000019|181206|许露露|8000000621|02|8797907|01003||||||||||||
112|||||P336401003201800000013|T336401003201800000020|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000013-01|
113|||||P336401003201800000013|T336401003201800000019|181206|许露露|8000000621|02|8797907|01003||||||||||||
114|||||P336401003201800000013|T336401003201800000020|181206|许露露|8000000621|02|8797907|01003|||||||||||P336401003201800000013-01|
115|||||P336401003201800000012|T336401003201800000018|181206|许露露|8000000620|03|89650897905790|01003||||||||||||
116|||||P336401003201800000012|T336401003201800000021|181206|许露露|8000000620|03|89650897905790|01003|||||||||||P336401003201800000012-01|
117|||||P336401007201800000007|T336401007201800000001|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
118|||||P336401007201800000005|T336401007201800000002|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
119|||||P336401007201800000006|T336401007201800000003|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
120|||||P336401007201800000012|T336401007201800000004|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
121|||||P336401007201800000011|T336401007201800000005|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
122|||||P336401007201800000013|T336401007201800000006|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
123|||||P336401007201800000002|T336401007201800000007|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
124|||||P336401007201800000003|T336401007201800000008|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
125|||||P336401007201800000001|T336401007201800000009|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
126|||||P336401007201800000009|T336401007201800000010|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
127|||||P336401007201800000009|T336401007201800000017|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000009-01|
128|||||P336401007201800000009|T336401007201800000018|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000009-02|
129|||||P336401007201800000008|T336401007201800000011|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
130|||||P336401007201800000008|T336401007201800000015|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000008-01|
131|||||P336401007201800000004|T336401007201800000012|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
132|||||P336401007201800000004|T336401007201800000016|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000004-01|
133|||||P336401007201800000010|T336401007201800000013|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
134|||||P336401007201800000010|T336401007201800000014|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000010-01|
135|||||P336401007201800000010|T336401007201800000013|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
136|||||P336401007201800000010|T336401007201800000014|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000010-01|
137|||||P336401007201800000008|T336401007201800000011|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
138|||||P336401007201800000008|T336401007201800000015|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000008-01|
139|||||P336401007201800000004|T336401007201800000012|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
140|||||P336401007201800000004|T336401007201800000016|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000004-01|
141|||||P336401007201800000009|T336401007201800000010|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
142|||||P336401007201800000009|T336401007201800000017|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000009-01|
143|||||P336401007201800000009|T336401007201800000018|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000009-02|
144|||||P336401007201800000009|T336401007201800000010|181207|许露露|8000000625|03|485684037590309|01007||||||||||||
145|||||P336401007201800000009|T336401007201800000017|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000009-01|
146|||||P336401007201800000009|T336401007201800000018|181207|许露露|8000000625|03|485684037590309|01007|||||||||||P336401007201800000009-02|
147|||||P336401007201900000001|T336401007201900000001|190620|蓝忘机|8000000432|02|641451451|01007||||||||||||
148|||||P336401602201800000013|T336401602201800000001|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
149|||||P336401602201800000007|T336401602201800000002|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
150|||||P336401602201800000009|T336401602201800000003|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
151|||||P336401602201800000008|T336401602201800000004|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
152|||||P336401602201800000004|T336401602201800000005|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
153|||||P336401602201800000011|T336401602201800000006|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
154|||||P336401602201800000003|T336401602201800000007|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
155|||||P336401602201800000002|T336401602201800000008|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
156|||||P336401602201800000012|T336401602201800000009|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
157|||||P336401602201800000005|T336401602201800000010|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
158|||||P336401602201800000005|T336401602201800000014|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-01|
159|||||P336401602201800000005|T336401602201800000015|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-02|
160|||||P336401602201800000005|T336401602201800000016|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-03|
161|||||P336401602201800000005|T336401602201800000017|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-04|
162|||||P336401602201800000010|T336401602201800000011|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
163|||||P336401602201800000010|T336401602201800000019|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000010-01|
164|||||P336401602201800000006|T336401602201800000012|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
165|||||P336401602201800000006|T336401602201800000018|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000006-01|
166|||||P336401602201800000001|T336401602201800000013|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
167|||||P336401602201800000005|T336401602201800000010|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
168|||||P336401602201800000005|T336401602201800000014|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-01|
169|||||P336401602201800000005|T336401602201800000015|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-02|
170|||||P336401602201800000005|T336401602201800000016|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-03|
171|||||P336401602201800000005|T336401602201800000017|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-04|
172|||||P336401602201800000005|T336401602201800000010|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
173|||||P336401602201800000005|T336401602201800000014|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-01|
174|||||P336401602201800000005|T336401602201800000015|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-02|
175|||||P336401602201800000005|T336401602201800000016|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-03|
176|||||P336401602201800000005|T336401602201800000017|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-04|
177|||||P336401602201800000005|T336401602201800000010|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
178|||||P336401602201800000005|T336401602201800000014|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-01|
179|||||P336401602201800000005|T336401602201800000015|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-02|
180|||||P336401602201800000005|T336401602201800000016|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-03|
181|||||P336401602201800000005|T336401602201800000017|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-04|
182|||||P336401602201800000005|T336401602201800000010|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
183|||||P336401602201800000005|T336401602201800000014|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-01|
184|||||P336401602201800000005|T336401602201800000015|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-02|
185|||||P336401602201800000005|T336401602201800000016|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-03|
186|||||P336401602201800000005|T336401602201800000017|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000005-04|
187|||||P336401602201800000006|T336401602201800000012|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
188|||||P336401602201800000006|T336401602201800000018|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000006-01|
189|||||P336401602201800000010|T336401602201800000011|181212|许露露|8000000629|02|8537904750434|01602||||||||||||
190|||||P336401602201800000010|T336401602201800000019|181212|许露露|8000000629|02|8537904750434|01602|||||||||||P336401602201800000010-01|
191|||||P336401603201900000001|T336401603201900000001|190121|许露露|8000000690|02|8000000690|01603||||||||||||
192|||||P336401603201900000002|T336401603201900000002|190214|许露露|8000000690|02|8000000690|01603||||||||||||
193|||||P336401603201900000003|T336401603201900000003|190214|许露露|8000000690|02|8000000690|01603||||||||||||
194|||||P336401603201900000004|T336401603201900000004|190214|许露露|8000000690|02|8000000690|01603||||||||||||
195|||||P336401603201900000005|T336401603201900000005|190219|许露露|8000000690|02|8000000690|01603||||||||||||
196|||||P336401603201900000006|T336401603201900000008|190219|许露露|8000000690|02|8000000690|01603||||||||||||
197|||||P336401606201800000001|T336401606201800000002|181214|咋啊啊|8000000631|03|2121122|01606||||||||||||
198|||||P336401701201900000001|T336401701201900000001|190111|软通ZH|8000000064|02|2134512323|01701||||||||||||
199|||||P336401805201800000001|T336401805201800000001|181229|许露露|8000000622|02|893750347905|01805||||||||||||
200|||||P336401808201800000001|T336401808201800000001|181210|浙分-测试|8000000627|02|62343254352134|01808||||||||||||
201|||||P336401808201800000001|T336401808201800000003|181210|浙分-测试|8000000627|02|62343254352134|01808|||||||||||P336401808201800000001-01|
202|||||P336401808201800000002|T336401808201800000002|181210|浙分-测试|8000000627|02|62343254352134|01808||||||||||||
203|||||P336401808201800000001|T336401808201800000001|181210|浙分-测试|8000000627|02|62343254352134|01808||||||||||||
204|||||P336401808201800000001|T336401808201800000003|181210|浙分-测试|8000000627|02|62343254352134|01808|||||||||||P336401808201800000001-01|
205|||||P336401808201800000003|T336401808201800000004|181211|浙分-测试|8000000627|02|62343254352134|01808||||||||||||
206|||||P336401808201800000004|T336401808201800000005|181211|浙分-测试|8000000627|02|62343254352134|01808||||||||||||
207|||||P336401808201800000005|T336401808201800000006|181211|浙分-测试|8000000627|02|62343254352134|01808||||||||||||
208|||||P336401808201800000006|T336401808201800000007|181211|浙分-测试|8000000627|02|62343254352134|01808||||||||||||
209|||||P336402001201900000001|T336402001201900000002|190102|软通ZH|8000000067|02|12444123|02001||||||||||||
210|||||P336404000201800000001|T336404000201800000002|181213|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
211|||||P336404000201800000002|T336404000201800000004|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
212|||||P336404000201800000003|T336404000201800000005|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
213|||||P336404000201800000003|T336404000201800000006|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000003-01|
214|||||P336404000201800000003|T336404000201800000007|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000003-02|
215|||||P336404000201800000003|T336404000201800000005|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
216|||||P336404000201800000003|T336404000201800000006|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000003-01|
217|||||P336404000201800000003|T336404000201800000007|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000003-02|
218|||||P336404000201800000003|T336404000201800000005|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
219|||||P336404000201800000003|T336404000201800000006|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000003-01|
220|||||P336404000201800000003|T336404000201800000007|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000003-02|
221|||||P336404000201800000004|T336404000201800000008|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
222|||||P336404000201800000004|T336404000201800000009|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000004-01|
223|||||P336404000201800000004|T336404000201800000008|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
224|||||P336404000201800000004|T336404000201800000009|181214|浙分-测试|8000000627|02|62343254352134|04009|||||||||||P336404000201800000004-01|
225|||||P336404000201800000005|T336404000201800000010|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
226|||||P336404000201800000006|T336404000201800000011|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
227|||||P336404000201800000007|T336404000201800000012|181214|浙分-测试|8000000627|02|62343254352134|04009||||||||||||
228|||||P336404001201800000001|T336404001201800000001|181214|浙分-测试|8000000627|02|62343254352134|04001||||||||||||
229|||||P336404001201800000002|T336404001201800000002|181214|浙分-测试|8000000627|02|62343254352134|04001||||||||||||
230|||||P336404001201800000003|T336404001201800000003|181214|浙分-测试|8000000627|02|62343254352134|04001||||||||||||
231|||||P336404001201800000004|T336404001201800000004|181214|浙分-测试|8000000627|02|62343254352134|04001||||||||||||
232|||||P336404002201800000001|T336404002201800000001|181211|浙分-测试|8000000627|02|62343254352134|04002||||||||||||
233|||||P336404002201800000002|T336404002201800000002|181211|浙分-测试|8000000627|02|62343254352134|04002||||||||||||
234|||||P336404002201800000003|T336404002201800000003|181211|浙分-测试|8000000627|02|62343254352134|04002||||||||||||
235|||||P336404002201800000003|T336404002201800000004|181211|浙分-测试|8000000627|02|62343254352134|04002|||||||||||P336404002201800000003-01|
236|||||P336404002201800000003|T336404002201800000003|181211|浙分-测试|8000000627|02|62343254352134|04002||||||||||||
237|||||P336404002201800000003|T336404002201800000004|181211|浙分-测试|8000000627|02|62343254352134|04002|||||||||||P336404002201800000003-01|
238|||||P336404002201800000004|T336404002201800000005|181211|浙分-测试|8000000627|02|62343254352134|04002||||||||||||
239|||||P336404002201800000004|T336404002201800000006|181211|浙分-测试|8000000627|02|62343254352134|04002|||||||||||P336404002201800000004-01|
240|||||P336404002201800000004|T336404002201800000005|181211|浙分-测试|8000000627|02|62343254352134|04002||||||||||||
241|||||P336404002201800000004|T336404002201800000006|181211|浙分-测试|8000000627|02|62343254352134|04002|||||||||||P336404002201800000004-01|
242|||||P336404002201800000005|T336404002201800000007|181211|浙分-测试|8000000627|02|62343254352134|04002||||||||||||
